CASENO,OFFENSE,EVENTDT,EVENTTM,CVLEGEND,CVDOW,InDbDate,Block_Location,BLKADDR,City,State
21044330,VEHICLE STOLEN,09/24/2021 12:00:00 AM,1899-12-31T00:00:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"2731 FOREST AVE
Berkeley, CA
(37.861488, -122.252007)",2731 FOREST AVE,Berkeley,CA
21048622,BURGLARY AUTO,10/21/2021 12:00:00 AM,1899-12-31T13:00:00.000,BURGLARY - VEHICLE,4,03/18/2022 12:00:00 AM,"100 BLOCK SEAWALL DR
Berkeley, CA
(37.863643, -122.317435)",100 BLOCK SEAWALL DR,Berkeley,CA
21058715,DISTURBANCE,12/19/2021 12:00:00 AM,1899-12-31T08:30:00.000,DISORDERLY CONDUCT,0,03/18/2022 12:00:00 AM,"2110 HASTE ST
Berkeley, CA
(37.864915, -122.267233)",2110 HASTE ST,Berkeley,CA
21045063,THEFT MISD. (UNDER $950),09/30/2021 12:00:00 AM,1899-12-31T19:10:00.000,LARCENY,4,03/18/2022 12:00:00 AM,"2500 BLOCK DURANT AVE
Berkeley, CA
(37.867852, -122.258699)",2500 BLOCK DURANT AVE,Berkeley,CA
21043264,DOMESTIC VIOLENCE,09/20/2021 12:00:00 AM,1899-12-31T16:00:00.000,FAMILY OFFENSE,1,03/18/2022 12:00:00 AM,"900 BLOCK HEARST AVE
Berkeley, CA
(37.869535, -122.296988)",900 BLOCK HEARST AVE,Berkeley,CA
22001413,THEFT MISD. (UNDER $950),01/10/2022 12:00:00 AM,1899-12-31T15:11:00.000,LARCENY,1,03/18/2022 12:00:00 AM,"2600 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.862915, -122.258707)",2600 BLOCK TELEGRAPH AVE,Berkeley,CA
21053711,THEFT MISD. (UNDER $950),11/19/2021 12:00:00 AM,1899-12-31T13:25:00.000,LARCENY,5,03/18/2022 12:00:00 AM,"2000 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.871826, -122.270532)",2000 BLOCK UNIVERSITY AVE,Berkeley,CA
22012147,VEHICLE STOLEN,03/15/2022 12:00:00 AM,1899-12-31T21:00:00.000,MOTOR VEHICLE THEFT,2,03/18/2022 12:00:00 AM,"1700 BLOCK ROSE ST
Berkeley, CA
(37.88004, -122.279933)",1700 BLOCK ROSE ST,Berkeley,CA
21048289,VEHICLE STOLEN,10/18/2021 12:00:00 AM,1899-12-31T13:00:00.000,MOTOR VEHICLE THEFT,1,03/18/2022 12:00:00 AM,"1800 BLOCK SPRUCE ST
Berkeley, CA
(37.875047, -122.26548)",1800 BLOCK SPRUCE ST,Berkeley,CA
21049075,VEHICLE STOLEN,10/24/2021 12:00:00 AM,1899-12-31T02:15:00.000,MOTOR VEHICLE THEFT,0,03/18/2022 12:00:00 AM,"800 BLOCK HEARST AVE
Berkeley, CA
(37.869084, -122.299245)",800 BLOCK HEARST AVE,Berkeley,CA
21056491,IDENTITY THEFT,12/03/2021 12:00:00 AM,1899-12-31T12:48:00.000,FRAUD,5,03/18/2022 12:00:00 AM,"1700 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.870948, -122.277329)",1700 BLOCK UNIVERSITY AVE,Berkeley,CA
21091276,THEFT FELONY (OVER $950),10/15/2021 12:00:00 AM,1899-12-31T01:00:00.000,LARCENY,5,03/18/2022 12:00:00 AM,"1600 BLOCK WALNUT ST
Berkeley, CA
(37.878407, -122.267962)",1600 BLOCK WALNUT ST,Berkeley,CA
21043946,BURGLARY COMMERCIAL,09/24/2021 12:00:00 AM,1899-12-31T16:20:00.000,BURGLARY - COMMERCIAL,5,03/18/2022 12:00:00 AM,"1050 GILMAN ST
Berkeley, CA
(37.880312, -122.296641)",1050 GILMAN ST,Berkeley,CA
22090092,BURGLARY RESIDENTIAL,12/11/2021 12:00:00 AM,1899-12-31T13:14:00.000,BURGLARY - RESIDENTIAL,6,03/18/2022 12:00:00 AM,"3000 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.855393, -122.259776)",3000 BLOCK TELEGRAPH AVE,Berkeley,CA
21050112,VEHICLE STOLEN,10/29/2021 12:00:00 AM,1899-12-31T20:00:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"1200 BLOCK HASKELL ST
Berkeley, CA
(37.850541, -122.286037)",1200 BLOCK HASKELL ST,Berkeley,CA
21060193,BURGLARY RESIDENTIAL,12/23/2021 12:00:00 AM,1899-12-31T18:00:00.000,BURGLARY - RESIDENTIAL,4,03/18/2022 12:00:00 AM,"1700 BLOCK 10TH ST
Berkeley, CA
(37.873025, -122.294652)",1700 BLOCK 10TH ST,Berkeley,CA
22003033,THEFT FELONY (OVER $950),01/21/2022 12:00:00 AM,1899-12-31T01:00:00.000,LARCENY,5,03/18/2022 12:00:00 AM,"2400 BLOCK DURANT AVE
Berkeley, CA
(37.867513, -122.26127)",2400 BLOCK DURANT AVE,Berkeley,CA
21052596,ALCOHOL OFFENSE,11/12/2021 12:00:00 AM,1899-12-31T22:19:00.000,LIQUOR LAW VIOLATION,5,03/18/2022 12:00:00 AM,"Berkeley, CA
(37.869058, -122.270455)",,Berkeley,CA
21051308,ASSAULT/BATTERY FEL.,11/05/2021 12:00:00 AM,1899-12-31T11:29:00.000,ASSAULT,5,03/18/2022 12:00:00 AM,"1980 ALLSTON WAY
Berkeley, CA
(37.869011, -122.270835)",1980 ALLSTON WAY,Berkeley,CA
22003299,VEHICLE STOLEN,01/21/2022 12:00:00 AM,1899-12-31T05:00:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"1525 ARCH ST
Berkeley, CA
(37.879807, -122.264681)",1525 ARCH ST,Berkeley,CA
22090339,BURGLARY AUTO,03/14/2022 12:00:00 AM,1899-12-31T20:10:00.000,BURGLARY - VEHICLE,1,03/18/2022 12:00:00 AM,"100 BLOCK SEAWALL DR
Berkeley, CA
(37.863643, -122.317435)",100 BLOCK SEAWALL DR,Berkeley,CA
22010721,VEHICLE STOLEN,02/25/2022 12:00:00 AM,1899-12-31T08:00:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"1800 BLOCK ALLSTON WAY
Berkeley, CA
(37.868532, -122.274764)",1800 BLOCK ALLSTON WAY,Berkeley,CA
22001665,BURGLARY AUTO,01/11/2022 12:00:00 AM,1899-12-31T17:00:00.000,BURGLARY - VEHICLE,2,03/18/2022 12:00:00 AM,"1800 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.871246, -122.274992)",1800 BLOCK UNIVERSITY AVE,Berkeley,CA
22002409,VEHICLE STOLEN,01/11/2022 12:00:00 AM,1899-12-31T20:00:00.000,MOTOR VEHICLE THEFT,2,03/18/2022 12:00:00 AM,"1000 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.868641, -122.29415)",1000 BLOCK UNIVERSITY AVE,Berkeley,CA
22005005,SEXUAL ASSAULT MISD.,02/01/2022 12:00:00 AM,1899-12-31T13:56:00.000,SEX CRIME,2,03/18/2022 12:00:00 AM,"1100 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.869067, -122.292043)",1100 BLOCK UNIVERSITY AVE,Berkeley,CA
22002222,VANDALISM,01/15/2022 12:00:00 AM,1899-12-31T10:00:00.000,VANDALISM,6,03/18/2022 12:00:00 AM,"2300 BLOCK WARD ST
Berkeley, CA
(37.860105, -122.261901)",2300 BLOCK WARD ST,Berkeley,CA
21051179,ASSAULT/BATTERY FEL.,11/04/2021 12:00:00 AM,1899-12-31T17:10:00.000,ASSAULT,4,03/18/2022 12:00:00 AM,"2500 BLOCK HASTE ST
Berkeley, CA
(37.866025, -122.258623)",2500 BLOCK HASTE ST,Berkeley,CA
21054988,BURGLARY RESIDENTIAL,11/26/2021 12:00:00 AM,1899-12-31T22:00:00.000,BURGLARY - RESIDENTIAL,5,03/18/2022 12:00:00 AM,"800 BLOCK HILLDALE AVE
Berkeley, CA
(37.896479, -122.264286)",800 BLOCK HILLDALE AVE,Berkeley,CA
21045822,THEFT MISD. (UNDER $950),10/03/2021 12:00:00 AM,1899-12-31T00:00:00.000,LARCENY,0,03/18/2022 12:00:00 AM,"2600 BLOCK MATHEWS ST
Berkeley, CA
(37.85959, -122.28701)",2600 BLOCK MATHEWS ST,Berkeley,CA
22008655,THEFT MISD. (UNDER $950),02/23/2022 12:00:00 AM,1899-12-31T12:45:00.000,LARCENY,3,03/18/2022 12:00:00 AM,"2100 BLOCK SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 BLOCK SHATTUCK AVE,Berkeley,CA
21091398,BURGLARY AUTO,10/03/2021 12:00:00 AM,1899-12-31T21:35:00.000,BURGLARY - VEHICLE,0,03/18/2022 12:00:00 AM,"1300 BLOCK PARKER ST
Berkeley, CA
(37.859906, -122.284931)",1300 BLOCK PARKER ST,Berkeley,CA
21091453,THEFT FELONY (OVER $950),11/17/2021 12:00:00 AM,1899-12-31T00:00:00.000,LARCENY,3,03/18/2022 12:00:00 AM,"200 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.865531, -122.309997)",200 BLOCK UNIVERSITY AVE,Berkeley,CA
21049458,BURGLARY RESIDENTIAL,10/25/2021 12:00:00 AM,1899-12-31T21:00:00.000,BURGLARY - RESIDENTIAL,1,03/18/2022 12:00:00 AM,"1400 BLOCK SPRUCE ST
Berkeley, CA
(37.88248, -122.266137)",1400 BLOCK SPRUCE ST,Berkeley,CA
21047484,BURGLARY COMMERCIAL,10/14/2021 12:00:00 AM,1899-12-31T10:00:00.000,BURGLARY - COMMERCIAL,4,03/18/2022 12:00:00 AM,"2322 5TH ST
Berkeley, CA
(37.862873, -122.297251)",2322 5TH ST,Berkeley,CA
22011274,VEHICLE STOLEN,03/10/2022 12:00:00 AM,1899-12-31T17:00:00.000,MOTOR VEHICLE THEFT,4,03/18/2022 12:00:00 AM,"1300 BLOCK ADDISON ST
Berkeley, CA
(37.868912, -122.28608)",1300 BLOCK ADDISON ST,Berkeley,CA
22010864,ASSAULT/BATTERY MISD.,03/04/2022 12:00:00 AM,1899-12-31T15:45:00.000,ASSAULT,5,03/18/2022 12:00:00 AM,"1700 BLOCK ALCATRAZ AVE
Berkeley, CA
(37.848453, -122.273607)",1700 BLOCK ALCATRAZ AVE,Berkeley,CA
21053082,DISTURBANCE,11/15/2021 12:00:00 AM,1899-12-31T21:00:00.000,DISORDERLY CONDUCT,1,03/18/2022 12:00:00 AM,"1500 BLOCK SHATTUCK AVE
Berkeley, CA
(37.880227, -122.26936)",1500 BLOCK SHATTUCK AVE,Berkeley,CA
21058077,BURGLARY COMMERCIAL,12/15/2021 12:00:00 AM,1899-12-31T19:52:00.000,BURGLARY - COMMERCIAL,3,03/18/2022 12:00:00 AM,"3100 BLOCK SHATTUCK AVE
Berkeley, CA
(37.852956, -122.266195)",3100 BLOCK SHATTUCK AVE,Berkeley,CA
21059197,BURGLARY AUTO,12/22/2021 12:00:00 AM,1899-12-31T18:00:00.000,BURGLARY - VEHICLE,3,03/18/2022 12:00:00 AM,"1931 CENTER ST
Berkeley, CA
(37.869814, -122.27179)",1931 CENTER ST,Berkeley,CA
22001450,DISTURBANCE,01/10/2022 12:00:00 AM,1899-12-31T18:50:00.000,DISORDERLY CONDUCT,1,03/18/2022 12:00:00 AM,"2100 MARTIN LUTHER KING JR WAY
Berkeley, CA
(37.869689, -122.272805)",2100 MARTIN LUTHER KING JR WAY,Berkeley,CA
22000058,BURGLARY RESIDENTIAL,01/01/2022 12:00:00 AM,1899-12-31T12:06:00.000,BURGLARY - RESIDENTIAL,6,03/18/2022 12:00:00 AM,"2200 BLOCK MCKINLEY AVE
Berkeley, CA
(37.868595, -122.273835)",2200 BLOCK MCKINLEY AVE,Berkeley,CA
22002231,DISTURBANCE,01/10/2022 12:00:00 AM,1899-12-31T00:00:00.000,DISORDERLY CONDUCT,1,03/18/2022 12:00:00 AM,"1900 BLOCK STUART ST
Berkeley, CA
(37.857951, -122.271494)",1900 BLOCK STUART ST,Berkeley,CA
21043796,NARCOTICS,09/23/2021 12:00:00 AM,1899-12-31T21:50:00.000,DRUG VIOLATION,4,03/18/2022 12:00:00 AM,"1500 BLOCK SHATTUCK AVE
Berkeley, CA
(37.880227, -122.26936)",1500 BLOCK SHATTUCK AVE,Berkeley,CA
22004681,THEFT FROM AUTO,01/29/2022 12:00:00 AM,1899-12-31T21:00:00.000,LARCENY - FROM VEHICLE,6,03/18/2022 12:00:00 AM,"2800 BLOCK SACRAMENTO ST
Berkeley, CA
(37.856769, -122.27984)",2800 BLOCK SACRAMENTO ST,Berkeley,CA
22008804,SEXUAL ASSAULT MISD.,02/24/2022 12:00:00 AM,1899-12-31T10:54:00.000,SEX CRIME,4,03/18/2022 12:00:00 AM,"2510 DURANT AVE
Berkeley, CA
(37.867881, -122.258463)",2510 DURANT AVE,Berkeley,CA
22008554,THEFT MISD. (UNDER $950),02/22/2022 12:00:00 AM,1899-12-31T17:35:00.000,LARCENY,2,03/18/2022 12:00:00 AM,"2300 BLOCK SHATTUCK AVE
Berkeley, CA
(37.867157, -122.2678)",2300 BLOCK SHATTUCK AVE,Berkeley,CA
21047124,BURGLARY COMMERCIAL,10/08/2021 12:00:00 AM,1899-12-31T17:00:00.000,BURGLARY - COMMERCIAL,5,03/18/2022 12:00:00 AM,"1980 ALLSTON WAY
Berkeley, CA
(37.869011, -122.270835)",1980 ALLSTON WAY,Berkeley,CA
22000192,THEFT FELONY (OVER $950),12/10/2021 12:00:00 AM,1899-12-31T12:00:00.000,LARCENY,5,03/18/2022 12:00:00 AM,"1628 JULIA ST
Berkeley, CA
(37.854603, -122.275885)",1628 JULIA ST,Berkeley,CA
21059062,BRANDISHING,12/21/2021 12:00:00 AM,1899-12-31T21:45:00.000,WEAPONS OFFENSE,2,03/18/2022 12:00:00 AM,"1500 BLOCK MILVIA ST
Berkeley, CA
(37.879689, -122.271614)",1500 BLOCK MILVIA ST,Berkeley,CA
22008857,FRAUD/FORGERY,10/01/2021 12:00:00 AM,1899-12-31T00:01:00.000,FRAUD,5,03/18/2022 12:00:00 AM,"1600 BLOCK PARKER ST
Berkeley, CA
(37.860768, -122.278249)",1600 BLOCK PARKER ST,Berkeley,CA
22007775,ROBBERY,02/17/2022 12:00:00 AM,1899-12-31T20:55:00.000,ROBBERY,4,03/18/2022 12:00:00 AM,"900 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.868263, -122.296013)",900 BLOCK UNIVERSITY AVE,Berkeley,CA
22001194,BURGLARY COMMERCIAL,01/09/2022 12:00:00 AM,1899-12-31T05:41:00.000,BURGLARY - COMMERCIAL,0,03/18/2022 12:00:00 AM,"2100 BLOCK SAN PABLO AVE
Berkeley, CA
(37.867502, -122.291709)",2100 BLOCK SAN PABLO AVE,Berkeley,CA
21053346,THEFT FROM AUTO,11/17/2021 12:00:00 AM,1899-12-31T12:10:00.000,LARCENY - FROM VEHICLE,3,03/18/2022 12:00:00 AM,"1700 BLOCK EASTSHORE HWY
Berkeley, CA
(37.871175, -122.304755)",1700 BLOCK EASTSHORE HWY,Berkeley,CA
21058906,ASSAULT/BATTERY MISD.,12/20/2021 12:00:00 AM,1899-12-31T20:26:00.000,ASSAULT,1,03/18/2022 12:00:00 AM,"2100 BLOCK SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 BLOCK SHATTUCK AVE,Berkeley,CA
21047070,VEHICLE STOLEN,10/11/2021 12:00:00 AM,1899-12-31T21:00:00.000,MOTOR VEHICLE THEFT,1,03/18/2022 12:00:00 AM,"1400 BLOCK ARCH ST
Berkeley, CA
(37.882462, -122.265026)",1400 BLOCK ARCH ST,Berkeley,CA
22003950,VEHICLE STOLEN,01/26/2022 12:00:00 AM,1899-12-31T01:15:00.000,MOTOR VEHICLE THEFT,3,03/18/2022 12:00:00 AM,"700 BLOCK HEINZ AVE
Berkeley, CA
(37.852934, -122.294575)",700 BLOCK HEINZ AVE,Berkeley,CA
21056626,ROBBERY,12/07/2021 12:00:00 AM,1899-12-31T10:40:00.000,ROBBERY,2,03/18/2022 12:00:00 AM,"2600 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.862915, -122.258707)",2600 BLOCK TELEGRAPH AVE,Berkeley,CA
21055748,THEFT MISD. (UNDER $950),12/02/2021 12:00:00 AM,1899-12-31T09:06:00.000,LARCENY,4,03/18/2022 12:00:00 AM,"2300 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.868714, -122.259189)",2300 BLOCK TELEGRAPH AVE,Berkeley,CA
22007242,BURGLARY AUTO,02/14/2022 12:00:00 AM,1899-12-31T18:00:00.000,BURGLARY - VEHICLE,1,03/18/2022 12:00:00 AM,"1800 BLOCK WALNUT ST
Berkeley, CA
(37.874929, -122.267601)",1800 BLOCK WALNUT ST,Berkeley,CA
21091481,BURGLARY AUTO,11/25/2021 12:00:00 AM,1899-12-31T11:00:00.000,BURGLARY - VEHICLE,4,03/18/2022 12:00:00 AM,"1800 BLOCK SACRAMENTO ST
Berkeley, CA
(37.872847, -122.282313)",1800 BLOCK SACRAMENTO ST,Berkeley,CA
21091206,IDENTITY THEFT,09/20/2021 12:00:00 AM,1899-12-31T09:00:00.000,FRAUD,1,03/18/2022 12:00:00 AM,"2700 BLOCK PRINCE ST
Berkeley, CA
(37.85489, -122.252564)",2700 BLOCK PRINCE ST,Berkeley,CA
22004774,VEHICLE STOLEN,01/30/2022 12:00:00 AM,1899-12-31T20:00:00.000,MOTOR VEHICLE THEFT,0,03/18/2022 12:00:00 AM,"2700 BLOCK MATHEWS ST
Berkeley, CA
(37.857776, -122.286576)",2700 BLOCK MATHEWS ST,Berkeley,CA
22000479,DISTURBANCE,01/02/2022 12:00:00 AM,1899-12-31T00:00:00.000,DISORDERLY CONDUCT,0,03/18/2022 12:00:00 AM,"2300 BLOCK STUART ST
Berkeley, CA
(37.859195, -122.261915)",2300 BLOCK STUART ST,Berkeley,CA
21051184,VEHICLE STOLEN,10/30/2021 12:00:00 AM,1899-12-31T19:22:00.000,MOTOR VEHICLE THEFT,6,03/18/2022 12:00:00 AM,"1700 BLOCK SAN PABLO AVE
Berkeley, CA
(37.87325, -122.293558)",1700 BLOCK SAN PABLO AVE,Berkeley,CA
22006034,THEFT FELONY (OVER $950),02/06/2022 12:00:00 AM,1899-12-31T02:00:00.000,LARCENY,0,03/18/2022 12:00:00 AM,"2400 DURANT AVE
Berkeley, CA
(37.867513, -122.26127)",2400 DURANT AVE,Berkeley,CA
22006183,THEFT MISD. (UNDER $950),02/08/2022 12:00:00 AM,1899-12-31T15:00:00.000,LARCENY,2,03/18/2022 12:00:00 AM,"1050 GILMAN ST
Berkeley, CA
(37.880312, -122.296641)",1050 GILMAN ST,Berkeley,CA
21053301,ASSAULT/BATTERY MISD.,11/17/2021 12:00:00 AM,1899-12-31T09:40:00.000,ASSAULT,3,03/18/2022 12:00:00 AM,"2400 BLOCK TELEGRAPH AVE
Berkeley, CA
(37.866764, -122.258779)",2400 BLOCK TELEGRAPH AVE,Berkeley,CA
21048123,THEFT MISD. (UNDER $950),10/18/2021 12:00:00 AM,1899-12-31T16:42:00.000,LARCENY,1,03/18/2022 12:00:00 AM,"2137 OREGON ST
Berkeley, CA
(37.8578, -122.265502)",2137 OREGON ST,Berkeley,CA
21091649,THEFT FELONY (OVER $950),12/17/2021 12:00:00 AM,1899-12-31T04:00:00.000,LARCENY,5,03/18/2022 12:00:00 AM,"2200 BLOCK HASTE ST
Berkeley, CA
(37.865141, -122.265441)",2200 BLOCK HASTE ST,Berkeley,CA
22006867,THEFT MISD. (UNDER $950),02/12/2022 12:00:00 AM,1899-12-31T14:19:00.000,LARCENY,6,03/18/2022 12:00:00 AM,"1000 BLOCK GILMAN ST
Berkeley, CA
(37.88014, -122.297498)",1000 BLOCK GILMAN ST,Berkeley,CA
22001086,THEFT FROM AUTO,01/07/2022 12:00:00 AM,1899-12-31T21:00:00.000,LARCENY - FROM VEHICLE,5,03/18/2022 12:00:00 AM,"2314 10TH ST
Berkeley, CA
(37.863753, -122.291649)",2314 10TH ST,Berkeley,CA
22003830,BURGLARY RESIDENTIAL,01/25/2022 12:00:00 AM,1899-12-31T09:30:00.000,BURGLARY - RESIDENTIAL,2,03/18/2022 12:00:00 AM,"500 BLOCK WOODMONT AVE
Berkeley, CA
(37.904331, -122.269512)",500 BLOCK WOODMONT AVE,Berkeley,CA
22003669,BURGLARY RESIDENTIAL,01/22/2022 12:00:00 AM,1899-12-31T09:00:00.000,BURGLARY - RESIDENTIAL,6,03/18/2022 12:00:00 AM,"2010 MILVIA ST
Berkeley, CA
(37.871313, -122.270689)",2010 MILVIA ST,Berkeley,CA
22002546,ROBBERY,01/17/2022 12:00:00 AM,1899-12-31T23:22:00.000,ROBBERY,1,03/18/2022 12:00:00 AM,"900 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.868263, -122.296013)",900 BLOCK UNIVERSITY AVE,Berkeley,CA
22008712,BURGLARY COMMERCIAL,02/23/2022 12:00:00 AM,1899-12-31T18:48:00.000,BURGLARY - COMMERCIAL,3,03/18/2022 12:00:00 AM,"1300 BLOCK SAN PABLO AVE
Berkeley, CA
(37.880229, -122.295798)",1300 BLOCK SAN PABLO AVE,Berkeley,CA
21050611,ROBBERY,11/01/2021 12:00:00 AM,1899-12-31T13:00:00.000,ROBBERY,1,03/18/2022 12:00:00 AM,"700 BLOCK HEARST AVE
Berkeley, CA
(37.868663, -122.301325)",700 BLOCK HEARST AVE,Berkeley,CA
21091330,THEFT MISD. (UNDER $950),10/07/2021 12:00:00 AM,1899-12-31T15:27:00.000,LARCENY,4,03/18/2022 12:00:00 AM,"2000 BLOCK EMERSON ST
Berkeley, CA
(37.854215, -122.269167)",2000 BLOCK EMERSON ST,Berkeley,CA
21043541,ASSAULT/BATTERY MISD.,09/22/2021 12:00:00 AM,1899-12-31T13:38:00.000,ASSAULT,3,03/18/2022 12:00:00 AM,"2038 PARKER ST
Berkeley, CA
(37.861952, -122.268719)",2038 PARKER ST,Berkeley,CA
21045728,THEFT MISD. (UNDER $950),10/04/2021 12:00:00 AM,1899-12-31T08:04:00.000,LARCENY,1,03/18/2022 12:00:00 AM,"1400 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.870054, -122.284263)",1400 BLOCK UNIVERSITY AVE,Berkeley,CA
21051994,BURGLARY AUTO,11/09/2021 12:00:00 AM,1899-12-31T12:00:00.000,BURGLARY - VEHICLE,2,03/18/2022 12:00:00 AM,"1500 BLOCK EDITH ST
Berkeley, CA
(37.878977, -122.277262)",1500 BLOCK EDITH ST,Berkeley,CA
22006543,VEHICLE STOLEN,02/10/2022 12:00:00 AM,1899-12-31T07:40:00.000,MOTOR VEHICLE THEFT,4,03/18/2022 12:00:00 AM,"2610 9TH ST
Berkeley, CA
(37.858082, -122.291016)",2610 9TH ST,Berkeley,CA
21054758,BURGLARY RESIDENTIAL,11/26/2021 12:00:00 AM,1899-12-31T01:36:00.000,BURGLARY - RESIDENTIAL,5,03/18/2022 12:00:00 AM,"2400 BLOCK ELLSWORTH ST
Berkeley, CA
(37.866074, -122.26331)",2400 BLOCK ELLSWORTH ST,Berkeley,CA
21057534,VEHICLE STOLEN,12/10/2021 12:00:00 AM,1899-12-31T12:00:00.000,MOTOR VEHICLE THEFT,5,03/18/2022 12:00:00 AM,"1800 BLOCK SONOMA AVE
Berkeley, CA
(37.885736, -122.278024)",1800 BLOCK SONOMA AVE,Berkeley,CA
21051083,THEFT FELONY (OVER $950),11/04/2021 12:00:00 AM,1899-12-31T04:56:00.000,LARCENY,4,03/18/2022 12:00:00 AM,"3100 BLOCK MABEL ST
Berkeley, CA
(37.851107, -122.28324)",3100 BLOCK MABEL ST,Berkeley,CA
21059923,THEFT MISD. (UNDER $950),12/27/2021 12:00:00 AM,1899-12-31T17:00:00.000,LARCENY,1,03/18/2022 12:00:00 AM,"2500 BLOCK SAN PABLO AVE
Berkeley, CA
(37.861078, -122.289632)",2500 BLOCK SAN PABLO AVE,Berkeley,CA
22003607,VEHICLE STOLEN,01/22/2022 12:00:00 AM,1899-12-31T14:00:00.000,MOTOR VEHICLE THEFT,6,03/18/2022 12:00:00 AM,"2300 BLOCK HASTE ST
Berkeley, CA
(37.865443, -122.263189)",2300 BLOCK HASTE ST,Berkeley,CA
21059492,THEFT MISD. (UNDER $950),12/25/2021 12:00:00 AM,1899-12-31T03:30:00.000,LARCENY,6,03/18/2022 12:00:00 AM,"1800 BLOCK SPRUCE ST
Berkeley, CA
(37.875047, -122.26548)",1800 BLOCK SPRUCE ST,Berkeley,CA
22004057,THEFT FROM AUTO,01/26/2022 12:00:00 AM,1899-12-31T09:00:00.000,LARCENY - FROM VEHICLE,3,03/18/2022 12:00:00 AM,"2450 DURANT AVE
Berkeley, CA
(37.867668, -122.260109)",2450 DURANT AVE,Berkeley,CA
22090108,BURGLARY AUTO,01/23/2022 12:00:00 AM,1899-12-31T20:30:00.000,BURGLARY - VEHICLE,0,03/18/2022 12:00:00 AM,"2100 BLOCK UNIVERSITY AVE
Berkeley, CA
(37.872175, -122.267835)",2100 BLOCK UNIVERSITY AVE,Berkeley,CA
22005963,BURGLARY COMMERCIAL,02/07/2022 12:00:00 AM,1899-12-31T03:00:00.000,BURGLARY - COMMERCIAL,1,03/18/2022 12:00:00 AM,"1600 BLOCK SHATTUCK AVE
Berkeley, CA
(37.878113, -122.269114)",1600 BLOCK SHATTUCK AVE,Berkeley,CA
21046229,BURGLARY AUTO,10/06/2021 12:00:00 AM,1899-12-31T21:30:00.000,BURGLARY - VEHICLE,3,03/18/2022 12:00:00 AM,"2000 BLOCK ALLSTON WAY
Berkeley, CA
(37.869105, -122.270064)",2000 BLOCK ALLSTON WAY,Berkeley,CA
21059938,VEHICLE STOLEN,12/28/2021 12:00:00 AM,1899-12-31T18:48:00.000,MOTOR VEHICLE THEFT,2,03/18/2022 12:00:00 AM,"2600 DURANT AVE
Berkeley, CA
(37.868164, -122.256314)",2600 DURANT AVE,Berkeley,CA
22008347,THEFT MISD. (UNDER $950),02/21/2022 12:00:00 AM,1899-12-31T10:50:00.000,LARCENY,1,03/18/2022 12:00:00 AM,"1600 BLOCK SHATTUCK AVE
Berkeley, CA
(37.878113, -122.269114)",1600 BLOCK SHATTUCK AVE,Berkeley,CA
22000727,DISTURBANCE,01/05/2022 12:00:00 AM,1899-12-31T19:32:00.000,DISORDERLY CONDUCT,3,03/18/2022 12:00:00 AM,"2700 BLOCK PIEDMONT AVE
Berkeley, CA
(37.862024, -122.251212)",2700 BLOCK PIEDMONT AVE,Berkeley,CA
21056418,DISTURBANCE,12/05/2021 12:00:00 AM,1899-12-31T22:47:00.000,DISORDERLY CONDUCT,0,03/18/2022 12:00:00 AM,"2400 BLOCK ASHBY AVE
Berkeley, CA
(37.856111, -122.260244)",2400 BLOCK ASHBY AVE,Berkeley,CA
21091290,BURGLARY AUTO,10/22/2021 12:00:00 AM,1899-12-31T21:00:00.000,BURGLARY - VEHICLE,5,03/18/2022 12:00:00 AM,"700 BLOCK FOLGER AVE
Berkeley, CA
(37.849244, -122.294722)",700 BLOCK FOLGER AVE,Berkeley,CA
22006707,BURGLARY RESIDENTIAL,02/10/2022 12:00:00 AM,1899-12-31T16:00:00.000,BURGLARY - RESIDENTIAL,4,03/18/2022 12:00:00 AM,"1500 BLOCK ADA ST
Berkeley, CA
(37.880201, -122.282532)",1500 BLOCK ADA ST,Berkeley,CA
21046067,THEFT MISD. (UNDER $950),10/06/2021 12:00:00 AM,1899-12-31T11:00:00.000,LARCENY,3,03/18/2022 12:00:00 AM,"1200 BLOCK SAN PABLO AVE
Berkeley, CA
(37.882033, -122.296381)",1200 BLOCK SAN PABLO AVE,Berkeley,CA
